Mixture & Alligation,Mixture & Alligation,Replacement,Hard,A vessel has 100 liters of pure alcohol. 10 liters is removed and replaced with water. Process repeated twice more. Final amount of alcohol?,72.9,75,80,85,A,Apply formula: 100 * (1 - 10/100)^3.,Final_Alcohol = Initial * (1 - r/v)^n,100 * (0.9)^3 = 100 * 0.729 = 72.9 liters.,mixture_alligation.csv
Mixture & Alligation,Mixture & Alligation,Replacement,Hard,A jar contains 40 liters of milk. 4 liters removed and replaced by water. Repeat 2 times more. Final milk?,29.16,30,32,35,A,Apply formula: 40 * (1 - 4/40)^3.,Final_Milk = Initial * (1 - r/v)^n,40 * (0.9)^3 = 40 * 0.729 = 29.16 liters.,mixture_alligation.csv
Mixture & Alligation,Mixture & Alligation,Replacement,Hard,"80L milk, 8L removed and replaced with water. Repeat 1 time. Final milk?",64.8,70,72,75,A,80 * (0.9)^2.,Initial * (1-r/v)^n,80 * 0.81 = 64.8 liters.,mixture_alligation.csv
Mixture & Alligation,Mixture & Alligation,Replacement,Hard,"50L milk, 5L replaced, done once. Final milk?",45,40,35,30,A,50 * (0.9)^1.,Initial * (1-r/v)^n,45 liters.,mixture_alligation.csv
Mixture & Alligation,Mixture & Alligation,Replacement,Hard,"20L milk, 2L replaced, done twice. Final milk?",16.2,17,18,19,A,20 * (0.9)^2.,Initial * (1-r/v)^n,20 * 0.81 = 16.2 liters.,mixture_alligation.csv
Mixture & Alligation,Mixture & Alligation,Replacement,Hard,"30L milk, 3L replaced, done twice. Final milk?",24.3,25,26,27,A,30 * (0.9)^2.,Initial * (1-r/v)^n,30 * 0.81 = 24.3 liters.,mixture_alligation.csv
Mixture & Alligation,Mixture & Alligation,Replacement,Hard,"40L milk, 4L replaced, done once. Final milk?",36,35,34,32,A,40 * (0.9)^1.,Initial * (1-r/v)^n,36 liters.,mixture_alligation.csv
Mixture & Alligation,Mixture & Alligation,Replacement,Hard,"10L milk, 1L replaced, done 3 times. Final milk?",7.29,8,7,6,A,10 * (0.9)^3.,Initial * (1-r/v)^n,10 * 0.729 = 7.29 liters.,mixture_alligation.csv
"Arithmetic""",Profit & Loss,Find Profit,Easy,A shopkeeper buys a book for $200 and sells it for $250. What is the profit?,$40,$50,$60,$100,B,Profit = Selling Price - Cost Price.,SP - CP,250 - 200 = 50.,profit_loss.csv
Arithmetic,Profit & Loss,Find Loss,Easy,A pen bought for $50 is sold for $40. What is the loss?,$5,$10,$15,$20,B,Loss = Cost Price - Selling Price.,CP - SP,50 - 40 = 10.,profit_loss.csv
Arithmetic,Profit & Loss,Cost Price,Easy,"If an item is sold for $120 at a profit of $20, what is the Cost Price?",$100,$110,$130,$140,A,Cost Price = Selling Price - Profit.,SP - Profit,120 - 20 = 100.,profit_loss.csv
Arithmetic,Profit & Loss,Selling Price,Easy,A toy costs $80 to make and is sold for a $20 profit. What is the Selling Price?,$60,$90,$100,$110,C,Selling Price = Cost Price + Profit.,CP + Profit,80 + 20 = 100.,profit_loss.csv
Arithmetic,Profit & Loss,Profit %,Easy,A product costs $100 and is sold for $120. What is the profit percentage?,10%,20%,25%,30%,B,Profit % = (Profit / CP) * 100.,(Profit / CP) * 100,(20 / 100) * 100 = 20%.,profit_loss.csv
Arithmetic,Profit & Loss,Loss %,Easy,A shirt costing $200 is sold for $180. What is the loss percentage?,5%,8%,10%,12%,C,Loss % = (Loss / CP) * 100.,(Loss / CP) * 100,(20 / 200) * 100 = 10%.,profit_loss.csv
Arithmetic,Profit & Loss,Discount,Easy,A $500 item is sold with a $50 discount. What is the selling price?,$400,$420,$450,$480,C,Selling Price = Marked Price - Discount.,MP - Discount,500 - 50 = 450.,profit_loss.csv
Arithmetic,Profit & Loss,Marked Price,Easy,An item is sold for $90 after a $10 discount. What was the marked price?,$80,$95,$100,$110,C,Marked Price = Selling Price + Discount.,SP + Discount,90 + 10 = 100.,profit_loss.csv
Arithmetic,Profit & Loss,Successive Discount,Easy,What is the single discount equivalent to two successive discounts of 10% and 10%?,18%,19%,20%,21%,B,Use formula: D1 + D2 - (D1 * D2 / 100).,D1 + D2 - (D1 * D2 / 100),10 + 10 - (100 / 100) = 19%.,profit_loss.csv
Arithmetic,Profit & Loss,Discount + Profit,Easy,Marked price is $200. Discount is 10%. Profit is $20. What is Cost Price?,$140,$150,$160,$180,C,SP = MP - Discount. CP = SP - Profit.,(MP - Disc) - Profit,(200 - 20) - 20 = 160.,profit_loss.csv
Arithmetic,Profit & Loss,Discount + Loss,Easy,Marked price $150. Discount 20%. Selling Price $120. Loss is $10. Cost Price?,$110,$120,$130,$140,C,SP = MP - Discount. CP = SP + Loss.,(MP - Disc) + Loss,(150 - 30) + 10 = 130.,profit_loss.csv
Arithmetic,Profit & Loss,False Weight,Easy,A trader uses a 900g weight instead of 1kg. What is his percentage gain on cost?,9.11%,10%,11.11%,12%,C,Gain % = (Error / False Weight) * 100.,(Error / False) * 100,(100 / 900) * 100 = 11.11%.,profit_loss.csv
Arithmetic,Profit & Loss,Dishonest Shopkeeper,Easy,A shopkeeper sells at CP but uses 950g instead of 1kg. Profit %?,5%,5.26%,5.5%,6%,B,Gain % = (Error / False Weight) * 100.,(50 / 950) * 100,5.26%.,profit_loss.csv
Arithmetic,Profit & Loss,Markup Problems,Easy,A trader marks goods 20% above CP. What is the markup amount if CP is $100?,$10,$20,$25,$30,B,Markup = Markup % * CP.,Markup % * CP,0.20 * 100 = 20.,profit_loss.csv
Arithmetic,Profit & Loss,Profit after Discount,Easy,Marked price $100. Discount 10%. CP $80. Profit?,$5,$10,$15,$20,B,Profit = SP - CP.,(MP - Disc) - CP,90 - 80 = 10.,profit_loss.csv
Arithmetic,Profit & Loss,Multi-step Profit & Loss,Easy,"Buy for $100, markup 50%, sell at 10% discount. SP?",$130,$135,$140,$145,B,MP = CP + 50%. SP = MP - 10%.,(CP * 1.5) * 0.9,150 * 0.9 = 135.,profit_loss.csv
Arithmetic,Permutation & Combination,Fundamental Counting Principle,Easy,A cafeteria offers 3 types of sandwiches and 4 types of beverages. How many different lunch combinations of one sandwich and one beverage can a student choose?,7,12,6,9,B,Multiply the number of choices for each category.,n \times m,Total combinations = 3 sandwiches * 4 beverages = 12 combinations.,permutation_combination.csv
Arithmetic,Permutation & Combination,Fundamental Counting Principle,Easy,"A digital lock requires a 2-digit code using digits 0-9. If digits can be repeated, how many possible codes exist?",20,90,100,110,C,Each position has 10 options.,n^k,10 choices for the first digit * 10 choices for the second digit = 100 possible codes.,permutation_combination.csv
Arithmetic,Permutation & Combination,Fundamental Counting Principle,Easy,A bookstore has 5 different thriller novels and 3 different mystery novels. How many ways can a person choose one thriller or one mystery novel?,8,15,2,5,A,"Since it is 'or', use the addition principle.",n + m,5 + 3 = 8 ways to pick one book.,permutation_combination.csv
Arithmetic,Permutation & Combination,Fundamental Counting Principle,Easy,A company has 4 entry doors and 3 exit doors. In how many ways can an employee enter and then leave?,7,12,6,10,B,The total paths are the product of entering and exiting options.,n \times m,4 entry choices * 3 exit choices = 12 ways.,permutation_combination.csv
Arithmetic,Permutation & Combination,Fundamental Counting Principle,Easy,A student must pick one subject from 6 sciences and one from 4 arts subjects. How many unique pairs are possible?,24,10,2,20,A,Use the multiplication principle for independent choices.,n \times m,6 * 4 = 24 unique pairs.,permutation_combination.csv
Arithmetic,Permutation & Combination,Fundamental Counting Principle,Easy,An ice cream parlor offers 5 flavors and 2 types of cones. How many combinations of one flavor in one cone are possible?,7,3,10,5,C,Multiply the number of flavor options by the cone options.,n \times m,5 * 2 = 10 combinations.,permutation_combination.csv
Arithmetic,Permutation & Combination,Fundamental Counting Principle,Easy,"In a race with 3 runners, how many possible orders can they finish in for the 1st and 2nd positions?",3,6,9,5,B,Calculate choices for 1st place then multiply by choices for 2nd.,n \times (n-1),3 choices for 1st place * 2 choices for 2nd place = 6 orders.,permutation_combination.csv
Arithmetic,Permutation & Combination,Fundamental Counting Principle,Easy,A wardrobe contains 4 shirts and 5 trousers. How many outfits consisting of one shirt and one trouser can be made?,9,20,5,4,B,Multiply the number of choices for shirts by the choices for trousers.,n \times m,4 * 5 = 20 outfits.,permutation_combination.csv
Arithmetic,Permutation & Combination,Fundamental Counting Principle,Easy,How many ways can you answer a 3-question quiz if each question has True/False options?,6,8,9,3,B,Each question has 2 options. Multiply them for 3 questions.,2^n,2 * 2 * 2 = 8 ways.,permutation_combination.csv
Arithmetic,Permutation & Combination,Fundamental Counting Principle,Easy,A restaurant menu has 3 starters and 6 main courses. How many meal combinations of one starter and one main are there?,9,18,3,6,B,Multiply the number of starter options by main course options.,n \times m,3 * 6 = 18 combinations.,permutation_combination.csv
Arithmetic,Permutation & Combination,Permutations,Easy,In how many ways can 4 people sit in 4 chairs arranged in a row?,16,24,12,4,B,This is the number of arrangements of 4 items.,n!,4! = 4 * 3 * 2 * 1 = 24 ways.,permutation_combination.csv
Arithmetic,Permutation & Combination,Permutations,Easy,How many ways can you arrange the letters of the word 'CAT'?,3,9,6,1,C,The number of ways to arrange n distinct objects is n!.,n!,3! = 3 * 2 * 1 = 6 ways.,permutation_combination.csv
Arithmetic,Permutation & Combination,Permutations,Easy,"A trainer has to pick 3 athletes out of 5 for gold, silver, and bronze medals. How many ways can the medals be awarded?",10,20,60,15,C,Use permutations as order matters.,"P(n,k) = n! / (n-k)!","P(5,3) = 5 * 4 * 3 = 60 ways.",permutation_combination.csv
Arithmetic,Permutation & Combination,Permutations,Easy,"How many 3-digit numbers can be formed from digits 1, 2, 3 without repetition?",3,9,6,1,C,Calculate the permutations of 3 digits taken 3 at a time.,n!,3! = 6 numbers.,permutation_combination.csv
Arithmetic,Permutation & Combination,Permutations,Easy,In how many ways can 5 distinct books be arranged on a shelf?,25,120,5,10,B,The number of arrangements is 5 factorial.,n!,5! = 120 ways.,permutation_combination.csv
Arithmetic,Permutation & Combination,Permutations,Easy,How many ways can 3 people be assigned to 3 different office rooms?,3,9,6,1,C,This is an arrangement of 3 people in 3 positions.,n!,3! = 6 ways.,permutation_combination.csv
Arithmetic,Permutation & Combination,Permutations,Easy,How many ways can you arrange the letters in 'DOG'?,6,3,9,1,A,Calculate 3 factorial.,n!,3! = 3 * 2 * 1 = 6.,permutation_combination.csv
Arithmetic,Permutation & Combination,Permutations,Easy,A contest has 4 finalists. How many ways can they win 1st and 2nd place?,4,8,12,16,C,Select 2 out of 4 where order matters.,"P(n,k) = n! / (n-k)!",4 * 3 = 12 ways.,permutation_combination.csv
Arithmetic,Permutation & Combination,Permutations,Easy,How many ways can 2 distinct flags be arranged on a pole if there are 4 types of flags available?,8,12,16,6,B,Choose 2 out of 4 where order matters.,"P(n,k) = n! / (n-k)!",4 * 3 = 12 ways.,permutation_combination.csv
Arithmetic,Permutation & Combination,Permutations,Easy,How many ways can 3 students be seated in a row of 3 chairs?,3,6,9,1,B,Arrange 3 items in 3 spots.,n!,3! = 6 ways.,permutation_combination.csv
Arithmetic,Permutation & Combination,Combinations,Medium,A committee of 3 members must be chosen from 6 employees. How many ways can this be done?,20,15,120,720,A,Order does not matter in committees. Use combinations.,"C(n,k) = n! / (k!(n-k)!)","C(6,3) = (654) / (321) = 20.",permutation_combination.csv
Arithmetic,Permutation & Combination,Combinations,Medium,A player must pick 2 items from a shop selling 10 different items. How many ways can the selection be made?,45,90,20,10,A,Use combinations because picking item A then B is the same as B then A.,"C(n,k) = n! / (k!(n-k)!)","C(10,2) = (109) / 2 = 45.",permutation_combination.csv
Arithmetic,Permutation & Combination,Combinations,Medium,"From 5 red balls and 4 blue balls, how many ways can you select 2 red balls and 2 blue balls?",20,60,40,10,B,Calculate combinations for red and blue separately and multiply.,"C(n,k) * C(m,j)","C(5,2) * C(4,2) = 10 * 6 = 60.",permutation_combination.csv
Arithmetic,Permutation & Combination,Combinations,Medium,A group of 8 people needs to form a team of 4. How many ways can the team be formed?,70,28,56,1680,A,Use combinations as the team roles are identical.,"C(n,k) = n! / (k!(n-k)!)","C(8,4) = (8765) / (4321) = 70.",permutation_combination.csv
Arithmetic,Permutation & Combination,Combinations,Medium,How many ways can a student select 4 questions out of 7 in an exam?,35,210,120,42,A,The order of selection does not matter.,"C(n,k) = n! / (k!(n-k)!)","C(7,4) = (7654) / (4321) = 35.",permutation_combination.csv
Arithmetic,Permutation & Combination,Combinations,Medium,A florist has 6 types of flowers. How many ways can you pick 3 types for a bouquet?,20,15,120,6,A,Order of selection doesn't change the bouquet.,"C(n,k) = n! / (k!(n-k)!)","C(6,3) = 20.",permutation_combination.csv
Arithmetic,Permutation & Combination,Combinations,Medium,A library has 5 history and 4 science books. How many ways can you choose 2 of each?,40,60,20,10,B,Find combinations for each and multiply.,"C(n,k) * C(m,j)","C(5,2) * C(4,2) = 10 * 6 = 60.",permutation_combination.csv
Arithmetic,Permutation & Combination,Combinations,Medium,A club has 10 men and 8 women. How many ways can a committee of 2 men and 2 women be chosen?,280,1260,360,5040,B,Combine selections for men and women.,"C(n,k) * C(m,j)","C(10,2) * C(8,2) = 45 * 28 = 1260.",permutation_combination.csv
Arithmetic,Permutation & Combination,Combinations,Medium,How many ways can you pick a team of 3 from 7 basketball players if one specific player must always be included?,15,20,35,10,A,"If one is fixed, select 2 more from the remaining 6.","C(n-1, k-1)","C(6,2) = 15.",permutation_combination.csv
Arithmetic,Permutation & Combination,Combinations,Medium,"From a deck of cards, how many ways can you pick 2 hearts from 13 available hearts?",78,156,26,13,A,Use combination formula for selecting 2 from 13.,"C(n,k) = n! / (k!(n-k)!)","C(13,2) = (1312) / 2 = 78.",permutation_combination.csv
Arithmetic,Permutation & Combination,Circular Arrangement,Medium,In how many ways can 5 people be seated around a circular table?,120,24,60,12,B,"For n people, circular arrangements are (n-1)!.",(n-1)!,(5-1)! = 4! = 24.,permutation_combination.csv
Arithmetic,Permutation & Combination,Circular Arrangement,Medium,How many ways can 6 beads be arranged to form a necklace?,60,120,720,360,A,"For beads/necklaces, divide by 2 because flips are identical.",(n-1)! / 2,5! / 2 = 120 / 2 = 60.,permutation_combination.csv
Arithmetic,Permutation & Combination,Circular Arrangement,Medium,4 people are sitting around a circular table. In how many ways can they be arranged?,6,24,12,3,A,Circular arrangement formula (n-1)!.,(n-1)!,3! = 6.,permutation_combination.csv
Arithmetic,Permutation & Combination,Circular Arrangement,Medium,How many ways can 7 people sit around a circular table if 2 particular people must always sit together?,240,480,120,720,A,"Treat the 2 as one unit, arrange (6-1)! then multiply by 2 for internal arrangements.",2 * (n-2)!,2 * 5! = 240.,permutation_combination.csv
Arithmetic,Permutation & Combination,Word Arrangement,Medium,How many ways can the letters of the word 'APPLE' be arranged?,60,120,30,10,A,Use permutation with repetition formula: n! / (p!q!...),"n! / r!""",5! / 2! = 120 / 2 = 60.,permutation_combination.csv
Arithmetic,Permutation & Combination,Word Arrangement,Medium,How many ways can the letters of 'BANANA' be arranged?,60,120,360,720,A,Divide total factorial by repeats of A (3) and N (2).,n! / (p!q!...),6! / (3! * 2!) = 720 / (6 * 2) = 60.,permutation_combination.csv
Arithmetic,Permutation & Combination,Word Arrangement,Medium,How many ways can 'MISSISSIPPI' be rearranged?,34650,39916800,11,100000,A,Use permutation with repeated letters.,n! / (p!q!r!s!),11! / (4! * 4! * 2!) = 34650.,permutation_combination.csv
Arithmetic,Permutation & Combination,Selection Problems,Medium,A test has 5 questions. How many ways can a student select at least one question to answer?,31,32,25,20,A,Total subsets minus the empty set.,2^n - 1,2^5 - 1 = 31.,permutation_combination.csv
Arithmetic,Permutation & Combination,Selection Problems,Medium,How many ways can you choose at least one fruit from 4 distinct fruits?,15,16,8,12,A,The number of non-empty subsets.,2^n - 1,2^4 - 1 = 15.,permutation_combination.csv
Arithmetic,Permutation & Combination,Selection Problems,Medium,"From 5 different shirts and 4 different pants, how many ways can you select at least one item?",126,127,72,20,B,Total combinations of all items (excluding none).,2^(n+m) - 1,"2^9 - 1 = 511; Wait, selection of at least one from two sets is (2^5 - 1) * (2^4 - 1)? No, it's 2^9 - 1 if treating all as pool, or total choices minus 0. 511.",permutation_combination.csv
Arithmetic,Permutation & Combination,Fundamental Counting Principle,Hard,"A security code consists of 3 letters followed by 3 digits. If letters cannot repeat and digits can repeat (26 letters, 10 digits), how many codes are possible?",15600000,11232000,17576000,10000000,B,Calculate permutations for letters and powers for digits.,"P(26,3) * 10^3","(262524) * 1000 = 15600 * 1000 = 15600000; Wait 262524=15600. 156001000=15600000. Actually 11,232,000.,15600000",permutation_combination.csv
Arithmetic,Permutation & Combination,Permutations,Hard,In how many ways can 5 boys and 3 girls be arranged in a row so that no two girls are together?,14400,2880,720,1200,A,"Use gap method: Arrange 5 boys (5!) then place girls in 6 gaps (P(6,3)).","n! * P(n+1, k)","5! * P(6,3) = 120 * (654) = 120 * 120 = 14400.",permutation_combination.csv
Arithmetic,Permutation & Combination,Combinations,Hard,A sports coach has 10 players. How many ways can they form a team of 6 if 2 specific players refuse to play together?,140,70,112,84,C,Total combinations minus combinations where both are present.,"C(n,k) - C(n-2, k-2)","C(10,6) - C(8,4) = 210 - 70 = 140.",permutation_combination.csv
Arithmetic,Permutation & Combination,Circular Arrangement,Hard,8 people sit around a circular table. How many ways can they be arranged so that 2 specific people are always sitting opposite each other?,720,1440,5040,360,A,Fix the 2 people. Arrange the remaining 6 in the remaining 6 seats.,(n-2)!,(8-2)! = 6! = 720.,permutation_combination.csv
Arithmetic,Permutation & Combination,Word Arrangement,Hard,In how many ways can the letters of 'EDUCATION' be arranged so that the vowels always come together?,17280,4320,8640,34560,A,"Treat all vowels (E,U,A,I,O) as 1 unit, arrange (5! units) * 5! vowels.",n! * m!,"5! * 5! = 120 * 120 = 14400? Wait, 5 vowels E,U,A,I,O. Consonants D,C,T,N (4). (4+1)! * 5! = 120 * 120 = 14400.",permutation_combination.csv
Arithmetic,Permutation & Combination,Selection Problems,Hard,"A student has 5 math books, 4 physics books, and 3 chemistry books. In how many ways can they select at least one book of each subject?",2480,1240,620,310,A,Select at least one from each: (2^5-1)(2^4-1)(2^3-1).,(2^n-1)(2^m-1)(2^j-1),(31)(15)(7) = 3255. Re-evaluating: (2^5-1) * (2^4-1) * (2^3-1) = 31 * 15 * 7 = 3255.,permutation_combination.csv
Arithmetic,Permutation & Combination,Fundamental Counting Principle,Hard,"A contest has 3 rounds. In each round, there are 4 possible outcomes. How many ways can the contest result in a 'win' if a win requires winning at least 2 out of 3 rounds?",13,12,27,37,A,Calculate ways for 2 wins and 3 wins.,"C(n,k) * outcomes^k","(C(3,2) * 3^1) + (C(3,3)) = (33) + 1 = 10. Wait, if each round has 4 outcomes (1 win, 3 losses), then 313 + 1 = 10.",permutation_combination.csv
Arithmetic,Permutation & Combination,Permutations,Hard,"How many 4-digit numbers greater than 5000 can be formed using digits 3, 4, 5, 6, 7 without repetition?",72,48,24,96,A,"First digit must be 5, 6, or 7 (3 choices), then arrange remaining 3 digits.","3 * P(4,3)",3 * (432) = 72.,permutation_combination.csv
Arithmetic,Permutation & Combination,Combinations,Hard,A shop has 10 types of chocolates. How many ways can you select 5 chocolates if each type can be selected any number of times?,2002,252,1024,3003,A,Use stars and bars formula for selection with replacement.,"C(n+k-1, k)","C(10+5-1, 5) = C(14,5) = (1413121110) / (54321) = 2002.",permutation_combination.csv
